id, price, provider_id, age_group_id
9302,50,1331,6
9303,60,1331,7
9304,65,1332,1
9305,55,1332,2
9306,55,1332,3
9307,55,1332,4
9308,50,1332,5
9309,30,1332,6
9310,30,1332,7
9311,120,1333,1
9312,110,1333,2
9313,85,1333,3
9314,85,1333,4
9315,90,1333,5
9316,50,1333,6
9317,50,1333,7
9318,125,1334,1
9319,95,1334,2
9320,95,1334,3
9321,80,1334,4
9322,80,1334,5
9323,55,1334,6
9324,55,1334,7
9325,65,1335,1
9326,65,1335,2
9327,55,1335,3
9328,50,1335,4
9329,55,1335,5
9330,30,1335,6
9331,25,1335,7
9332,70,1336,1
9333,60,1336,2
9334,65,1336,3
9335,50,1336,4
9336,55,1336,5
9337,20,1336,6
9338,25,1336,7
9339,55,1337,1
9340,65,1337,2
9341,45,1337,3
9342,45,1337,4
9343,50,1337,5
9344,20,1337,6
9345,25,1337,7
9346,115,1338,1
9347,100,1338,2
9348,90,1338,3
9349,85,1338,4
9350,90,1338,5
9351,50,1338,6
9352,55,1338,7
9353,70,1339,1
9354,55,1339,2
9355,55,1339,3
9356,50,1339,4
9357,55,1339,5
9358,30,1339,6
9359,20,1339,7
9360,115,1340,1
9361,95,1340,2
9362,80,1340,3
9363,80,1340,4
9364,90,1340,5
9365,50,1340,6
9366,55,1340,7
9367,125,1341,1
9368,95,1341,2
9369,80,1341,3
9370,80,1341,4
9371,85,1341,5
9372,50,1341,6
9373,55,1341,7
9374,65,1342,1
9375,60,1342,2
9376,50,1342,3
9377,55,1342,4
9378,45,1342,5
9379,25,1342,6
9380,35,1342,7
9381,55,1343,1
9382,60,1343,2
9383,45,1343,3
9384,35,1343,4
9385,60,1343,5
9386,20,1343,6
9387,25,1343,7
9388,70,1344,1
9389,60,1344,2
9390,45,1344,3
9391,55,1344,4
9392,50,1344,5
9393,30,1344,6
9394,35,1344,7
9395,125,1345,1
9396,95,1345,2
9397,90,1345,3
9398,85,1345,4
9399,80,1345,5
9400,60,1345,6
9401,70,1345,7
9402,115,1346,1
9403,95,1346,2
9404,90,1346,3
9405,85,1346,4
9406,90,1346,5
9407,55,1346,6
9408,65,1346,7
9409,65,1347,1
9410,60,1347,2
9411,55,1347,3
9412,45,1347,4
9413,50,1347,5
9414,35,1347,6
9415,20,1347,7
9416,120,1348,1
9417,95,1348,2
9418,85,1348,3
9419,85,1348,4
9420,85,1348,5
9421,60,1348,6
9422,45,1348,7
9423,115,1349,1
9424,105,1349,2
9425,90,1349,3
9426,95,1349,4
9427,80,1349,5
9428,60,1349,6
9429,55,1349,7
9430,70,1350,1
9431,60,1350,2
9432,65,1350,3
9433,55,1350,4
9434,55,1350,5
9435,25,1350,6
9436,25,1350,7
9437,110,1351,1
9438,100,1351,2
9439,90,1351,3
9440,85,1351,4
9441,85,1351,5
9442,60,1351,6
9443,55,1351,7
9444,65,1352,1
9445,60,1352,2
9446,50,1352,3
9447,55,1352,4
9448,50,1352,5
9449,25,1352,6
9450,40,1352,7
9451,75,1353,1
9452,65,1353,2
9453,55,1353,3
9454,55,1353,4
9455,45,1353,5
9456,35,1353,6
9457,30,1353,7
9458,60,1354,1
9459,60,1354,2
9460,50,1354,3
9461,45,1354,4
9462,50,1354,5
9463,25,1354,6
9464,30,1354,7
9465,55,1355,1
9466,65,1355,2
9467,60,1355,3
9468,50,1355,4
9469,45,1355,5
9470,30,1355,6
9471,35,1355,7
9472,70,1356,1
9473,60,1356,2
9474,45,1356,3
9475,50,1356,4
9476,50,1356,5
9477,35,1356,6
9478,20,1356,7
9479,60,1357,1
9480,70,1357,2
9481,60,1357,3
9482,50,1357,4
9483,55,1357,5
9484,20,1357,6
9485,30,1357,7
9486,65,1358,1
9487,65,1358,2
9488,45,1358,3
9489,55,1358,4
9490,55,1358,5
9491,20,1358,6
9492,25,1358,7
9493,60,1359,1
9494,60,1359,2
9495,50,1359,3
9496,45,1359,4
9497,45,1359,5
9498,30,1359,6
9499,25,1359,7
9500,70,1360,1
9501,60,1360,2
9502,55,1360,3
9503,55,1360,4
9504,50,1360,5
9505,30,1360,6
9506,30,1360,7
9507,65,1361,1
9508,70,1361,2
9509,60,1361,3
9510,50,1361,4
9511,50,1361,5
9512,35,1361,6
9513,25,1361,7
9514,120,1362,1
9515,95,1362,2
9516,80,1362,3
9517,90,1362,4
9518,90,1362,5
9519,60,1362,6
9520,40,1362,7
9521,65,1363,1
9522,70,1363,2
9523,50,1363,3
9524,45,1363,4
9525,50,1363,5
9526,20,1363,6
9527,25,1363,7
9528,70,1364,1
9529,60,1364,2
9530,55,1364,3
9531,55,1364,4
9532,55,1364,5
9533,25,1364,6
9534,35,1364,7
9535,70,1365,1
9536,55,1365,2
9537,65,1365,3
9538,55,1365,4
9539,55,1365,5
9540,25,1365,6
9541,20,1365,7
9542,55,1366,1
9543,65,1366,2
9544,50,1366,3
9545,50,1366,4
9546,50,1366,5
9547,35,1366,6
9548,20,1366,7
9549,115,1367,1
9550,110,1367,2
9551,80,1367,3
9552,80,1367,4
9553,85,1367,5
9554,55,1367,6
9555,55,1367,7
9556,70,1368,1
9557,55,1368,2
9558,60,1368,3
9559,50,1368,4
9560,60,1368,5
9561,30,1368,6
9562,25,1368,7
9563,115,1369,1
9564,95,1369,2
9565,90,1369,3
9566,85,1369,4
9567,85,1369,5
9568,60,1369,6
9569,55,1369,7
9570,65,1370,1
9571,55,1370,2
9572,60,1370,3
9573,50,1370,4
9574,50,1370,5
9575,35,1370,6
9576,25,1370,7
9577,60,1371,1
9578,65,1371,2
9579,45,1371,3
9580,55,1371,4
9581,50,1371,5
9582,30,1371,6
9583,25,1371,7
9584,65,1372,1
9585,55,1372,2
9586,55,1372,3
9587,45,1372,4
9588,50,1372,5
9589,25,1372,6
9590,20,1372,7
9591,75,1373,1
9592,60,1373,2
9593,50,1373,3
9594,55,1373,4
9595,50,1373,5
9596,25,1373,6
9597,25,1373,7
9598,120,1374,1
9599,90,1374,2
9600,85,1374,3
9601,85,1374,4
9602,100,1374,5
9603,60,1374,6
9604,55,1374,7
9605,115,1375,1
9606,95,1375,2
9607,65,1375,3
9608,80,1375,4
9609,85,1375,5
9610,45,1375,6
9611,65,1375,7
9612,65,1376,1
9613,60,1376,2
9614,50,1376,3
9615,60,1376,4
9616,45,1376,5
9617,30,1376,6
9618,35,1376,7
9619,120,1377,1
9620,105,1377,2
9621,85,1377,3
9622,90,1377,4
9623,80,1377,5
9624,60,1377,6
9625,55,1377,7
9626,65,1378,1
9627,55,1378,2
9628,55,1378,3
9629,50,1378,4
9630,55,1378,5
9631,30,1378,6
9632,35,1378,7
9633,75,1379,1
9634,70,1379,2
9635,50,1379,3
9636,45,1379,4
9637,60,1379,5
9638,20,1379,6
9639,15,1379,7
9640,120,1380,1
9641,105,1380,2
9642,85,1380,3
9643,85,1380,4
9644,90,1380,5
9645,55,1380,6
9646,60,1380,7
9647,65,1381,1
9648,65,1381,2
9649,45,1381,3
9650,55,1381,4
9651,55,1381,5
9652,30,1381,6
9653,25,1381,7
9654,70,1382,1
9655,60,1382,2
9656,50,1382,3
9657,50,1382,4
9658,55,1382,5
9659,15,1382,6
9660,25,1382,7
9661,75,1383,1
9662,60,1383,2
9663,55,1383,3
9664,50,1383,4
9665,45,1383,5
9666,25,1383,6
9667,25,1383,7
9668,115,1384,1
9669,100,1384,2
9670,85,1384,3
9671,80,1384,4
9672,80,1384,5
9673,50,1384,6
9674,50,1384,7
9675,65,1385,1
9676,65,1385,2
9677,55,1385,3
9678,45,1385,4
9679,50,1385,5
9680,45,1385,6
9681,40,1385,7
9682,120,1386,1
9683,100,1386,2
9684,85,1386,3
9685,90,1386,4
9686,80,1386,5
9687,50,1386,6
9688,60,1386,7
9689,115,1387,1
9690,95,1387,2
9691,85,1387,3
9692,85,1387,4
9693,85,1387,5
9694,50,1387,6
9695,50,1387,7
9696,70,1388,1
9697,45,1388,2
9698,60,1388,3
9699,65,1388,4
9700,45,1388,5
9701,35,1388,6
9702,20,1388,7
9703,115,1389,1
9704,100,1389,2
9705,95,1389,3
9706,85,1389,4
9707,80,1389,5
9708,55,1389,6
9709,55,1389,7
9710,65,1390,1
9711,65,1390,2
9712,55,1390,3
9713,45,1390,4
9714,50,1390,5
9715,25,1390,6
9716,30,1390,7
9717,55,1391,1
9718,55,1391,2
9719,55,1391,3
9720,50,1391,4
9721,50,1391,5
9722,25,1391,6
9723,30,1391,7
9724,75,1392,1
9725,65,1392,2
9726,50,1392,3
9727,60,1392,4
9728,60,1392,5
9729,30,1392,6
9730,30,1392,7
9731,65,1393,1
9732,65,1393,2
9733,45,1393,3
9734,50,1393,4
9735,55,1393,5
9736,35,1393,6
9737,25,1393,7
9738,120,1394,1
9739,85,1394,2
9740,90,1394,3
9741,85,1394,4
9742,80,1394,5
9743,45,1394,6
9744,60,1394,7
9745,65,1395,1
9746,60,1395,2
9747,50,1395,3
9748,45,1395,4
9749,55,1395,5
9750,30,1395,6
9751,30,1395,7
9752,65,1396,1
9753,70,1396,2
9754,55,1396,3
9755,45,1396,4
9756,55,1396,5
9757,20,1396,6
9758,35,1396,7
9759,70,1397,1
9760,60,1397,2
9761,55,1397,3
9762,45,1397,4
9763,50,1397,5
9764,25,1397,6
9765,30,1397,7
9766,65,1398,1
9767,65,1398,2
9768,45,1398,3
9769,55,1398,4
9770,50,1398,5
9771,15,1398,6
9772,15,1398,7
9773,115,1399,1
9774,90,1399,2
9775,85,1399,3
9776,85,1399,4
9777,80,1399,5
9778,55,1399,6
9779,65,1399,7
9780,60,1400,1
9781,50,1400,2
9782,55,1400,3
9783,55,1400,4
9784,45,1400,5
9785,25,1400,6
9786,25,1400,7
9787,115,1401,1
9788,95,1401,2
9789,80,1401,3
9790,85,1401,4
9791,95,1401,5
9792,50,1401,6
9793,60,1401,7
9794,65,1402,1
9795,60,1402,2
9796,55,1402,3
9797,40,1402,4
9798,55,1402,5
9799,20,1402,6
9800,20,1402,7
9801,70,1403,1
9802,55,1403,2
9803,50,1403,3
9804,50,1403,4
9805,50,1403,5
9806,30,1403,6
9807,30,1403,7
9808,110,1404,1
9809,100,1404,2
9810,95,1404,3
9811,90,1404,4
9812,90,1404,5
9813,55,1404,6
9814,55,1404,7
9815,70,1405,1
9816,65,1405,2
9817,50,1405,3
9818,45,1405,4
9819,45,1405,5
9820,30,1405,6
9821,20,1405,7
9822,55,1406,1
9823,65,1406,2
9824,50,1406,3
9825,40,1406,4
9826,50,1406,5
9827,25,1406,6
9828,30,1406,7
9829,110,1407,1
9830,110,1407,2
9831,85,1407,3
9832,75,1407,4
9833,80,1407,5
9834,55,1407,6
9835,55,1407,7
9836,65,1408,1
9837,70,1408,2
9838,45,1408,3
9839,50,1408,4
9840,55,1408,5
9841,35,1408,6
9842,25,1408,7
9843,65,1409,1
9844,70,1409,2
9845,50,1409,3
9846,45,1409,4
9847,50,1409,5
9848,35,1409,6
9849,35,1409,7
9850,120,1410,1
9851,105,1410,2
9852,100,1410,3
9853,90,1410,4
9854,85,1410,5
9855,55,1410,6
9856,50,1410,7
9857,115,1411,1
9858,100,1411,2
9859,85,1411,3
9860,80,1411,4
9861,85,1411,5
9862,60,1411,6
9863,60,1411,7
9864,70,1412,1
9865,60,1412,2
9866,45,1412,3
9867,55,1412,4
9868,45,1412,5
9869,30,1412,6
9870,25,1412,7
9871,120,1413,1
9872,95,1413,2
9873,80,1413,3
9874,80,1413,4
9875,95,1413,5
9876,65,1413,6
9877,45,1413,7
9878,115,1414,1
9879,90,1414,2
9880,85,1414,3
9881,85,1414,4
9882,75,1414,5
9883,70,1414,6
9884,45,1414,7
9885,115,1415,1
9886,110,1415,2
9887,85,1415,3
9888,80,1415,4
9889,90,1415,5
9890,55,1415,6
9891,50,1415,7
9892,120,1416,1
9893,100,1416,2
9894,95,1416,3
9895,90,1416,4
9896,80,1416,5
9897,50,1416,6
9898,65,1416,7
9899,120,1417,1
9900,105,1417,2
9901,80,1417,3
9902,90,1417,4
9903,80,1417,5
9904,45,1417,6
9905,50,1417,7
9906,65,1418,1
9907,55,1418,2
9908,50,1418,3
9909,50,1418,4
9910,40,1418,5
9911,30,1418,6
9912,20,1418,7
9913,70,1419,1
9914,60,1419,2
9915,45,1419,3
9916,50,1419,4
9917,50,1419,5
9918,20,1419,6
9919,25,1419,7
9920,65,1420,1
9921,55,1420,2
9922,45,1420,3
9923,50,1420,4
9924,60,1420,5
9925,25,1420,6
9926,30,1420,7
9927,70,1421,1
9928,60,1421,2
9929,50,1421,3
9930,55,1421,4
9931,55,1421,5
9932,25,1421,6
9933,30,1421,7
9934,125,1422,1
9935,105,1422,2
9936,85,1422,3
9937,85,1422,4
9938,90,1422,5
9939,50,1422,6
9940,65,1422,7
9941,115,1423,1
9942,100,1423,2
9943,80,1423,3
9944,90,1423,4
9945,90,1423,5
9946,55,1423,6
9947,45,1423,7
9948,135,1424,1
9949,105,1424,2
9950,80,1424,3
9951,85,1424,4
9952,80,1424,5
9953,60,1424,6
9954,45,1424,7
9955,70,1425,1
9956,70,1425,2
9957,45,1425,3
9958,55,1425,4
9959,40,1425,5
9960,30,1425,6
9961,25,1425,7
9962,70,1426,1
9963,65,1426,2
9964,50,1426,3
9965,55,1426,4
9966,45,1426,5
9967,40,1426,6
9968,25,1426,7
9969,80,1427,1
9970,60,1427,2
9971,55,1427,3
9972,50,1427,4
9973,45,1427,5
9974,35,1427,6
9975,25,1427,7
9976,120,1428,1
9977,95,1428,2
9978,80,1428,3
9979,85,1428,4
9980,90,1428,5
9981,55,1428,6
9982,55,1428,7
9983,65,1429,1
9984,70,1429,2
9985,50,1429,3
9986,50,1429,4
9987,55,1429,5
9988,25,1429,6
9989,30,1429,7
9990,70,1430,1
9991,55,1430,2
9992,55,1430,3
9993,45,1430,4
9994,50,1430,5
9995,25,1430,6
9996,25,1430,7
9997,65,1431,1
9998,60,1431,2
9999,45,1431,3
10000,50,1431,4
10001,50,1431,5
10002,30,1431,6
10003,25,1431,7
10004,65,1432,1
10005,65,1432,2
10006,50,1432,3
10007,55,1432,4
10008,55,1432,5
10009,35,1432,6
10010,35,1432,7
10011,110,1433,1
10012,95,1433,2
10013,80,1433,3
10014,85,1433,4
10015,85,1433,5
10016,50,1433,6
10017,60,1433,7
10018,125,1434,1
10019,95,1434,2
10020,80,1434,3
10021,85,1434,4
10022,90,1434,5
10023,60,1434,6
10024,55,1434,7
10025,70,1435,1
10026,55,1435,2
10027,55,1435,3
10028,45,1435,4
10029,65,1435,5
10030,30,1435,6
10031,25,1435,7
10032,85,1436,1
10033,60,1436,2
10034,50,1436,3
10035,40,1436,4
10036,50,1436,5
10037,30,1436,6
10038,15,1436,7
10039,65,1437,1
10040,65,1437,2
10041,50,1437,3
10042,45,1437,4
10043,50,1437,5
10044,25,1437,6
10045,25,1437,7
10046,60,1438,1
10047,65,1438,2
10048,45,1438,3
10049,45,1438,4
10050,45,1438,5
10051,30,1438,6
10052,20,1438,7
10053,70,1439,1
10054,50,1439,2
10055,50,1439,3
10056,55,1439,4
10057,45,1439,5
10058,30,1439,6
10059,20,1439,7
10060,120,1440,1
10061,100,1440,2
10062,80,1440,3
10063,90,1440,4
10064,85,1440,5
10065,60,1440,6
10066,60,1440,7
10067,70,1441,1
10068,65,1441,2
10069,50,1441,3
10070,65,1441,4
10071,60,1441,5
10072,25,1441,6
10073,25,1441,7
10074,70,1442,1
10075,60,1442,2
10076,55,1442,3
10077,60,1442,4
10078,50,1442,5
10079,20,1442,6
10080,30,1442,7
10081,130,1443,1
10082,90,1443,2
10083,80,1443,3
10084,90,1443,4
10085,80,1443,5
10086,50,1443,6
10087,55,1443,7
10088,65,1444,1
10089,65,1444,2
10090,55,1444,3
10091,60,1444,4
10092,55,1444,5
10093,20,1444,6
10094,20,1444,7
10095,125,1445,1
10096,100,1445,2
10097,90,1445,3
10098,75,1445,4
10099,85,1445,5
10100,50,1445,6
10101,60,1445,7
10102,115,1446,1
10103,100,1446,2
10104,85,1446,3
10105,80,1446,4
10106,85,1446,5
10107,50,1446,6
10108,60,1446,7
10109,70,1447,1
10110,55,1447,2
10111,55,1447,3
10112,45,1447,4
10113,50,1447,5
10114,25,1447,6
10115,30,1447,7
10116,65,1448,1
10117,75,1448,2
10118,55,1448,3
10119,50,1448,4
10120,50,1448,5
10121,25,1448,6
10122,30,1448,7
10123,55,1449,1
10124,50,1449,2
10125,50,1449,3
10126,55,1449,4
10127,50,1449,5
10128,30,1449,6
10129,25,1449,7
10130,70,1450,1
10131,60,1450,2
10132,55,1450,3
10133,50,1450,4
10134,50,1450,5
10135,20,1450,6
10136,20,1450,7
10137,115,1451,1
10138,100,1451,2
10139,90,1451,3
10140,90,1451,4
10141,85,1451,5
10142,60,1451,6
10143,55,1451,7
10144,70,1452,1
10145,55,1452,2
10146,55,1452,3
10147,45,1452,4
10148,55,1452,5
10149,35,1452,6
10150,20,1452,7
10151,65,1453,1
10152,60,1453,2
10153,55,1453,3
10154,50,1453,4
10155,50,1453,5
10156,30,1453,6
10157,25,1453,7
10158,55,1454,1
10159,60,1454,2
10160,50,1454,3
10161,50,1454,4
10162,50,1454,5
10163,35,1454,6
10164,35,1454,7
10165,65,1455,1
10166,60,1455,2
10167,50,1455,3
10168,45,1455,4
10169,55,1455,5
10170,25,1455,6
10171,25,1455,7
10172,115,1456,1
10173,100,1456,2
10174,90,1456,3
10175,85,1456,4
10176,80,1456,5
10177,50,1456,6
10178,55,1456,7
10179,65,1457,1
10180,60,1457,2
10181,50,1457,3
10182,45,1457,4
10183,45,1457,5
10184,25,1457,6
10185,25,1457,7
10186,70,1458,1
10187,65,1458,2
10188,55,1458,3
10189,50,1458,4
10190,45,1458,5
10191,35,1458,6
10192,25,1458,7
10193,70,1459,1
10194,55,1459,2
10195,55,1459,3
10196,55,1459,4
10197,60,1459,5
10198,30,1459,6
10199,25,1459,7
10200,65,1460,1
10201,60,1460,2
10202,50,1460,3
10203,55,1460,4
10204,50,1460,5
10205,30,1460,6
10206,20,1460,7
10207,70,1461,1
10208,60,1461,2
10209,50,1461,3
10210,55,1461,4
10211,45,1461,5
10212,25,1461,6
10213,20,1461,7
10214,115,1462,1
10215,100,1462,2
10216,85,1462,3
10217,95,1462,4
10218,90,1462,5
10219,55,1462,6
10220,50,1462,7
10221,55,1463,1
10222,50,1463,2
10223,55,1463,3
10224,45,1463,4
10225,50,1463,5
10226,40,1463,6
10227,25,1463,7
10228,65,1464,1
10229,60,1464,2
10230,60,1464,3
10231,55,1464,4
10232,50,1464,5
10233,35,1464,6
10234,25,1464,7
10235,60,1465,1
10236,60,1465,2
10237,50,1465,3
10238,55,1465,4
10239,55,1465,5
10240,20,1465,6
10241,20,1465,7
10242,75,1466,1
10243,55,1466,2
10244,45,1466,3
10245,50,1466,4
10246,50,1466,5
10247,25,1466,6
10248,30,1466,7
10249,120,1467,1
10250,100,1467,2
10251,95,1467,3
10252,85,1467,4
10253,95,1467,5
10254,55,1467,6
10255,55,1467,7
10256,75,1468,1
10257,70,1468,2
10258,45,1468,3
10259,50,1468,4
10260,45,1468,5
10261,30,1468,6
10262,25,1468,7
10263,70,1469,1
10264,55,1469,2
10265,60,1469,3
10266,55,1469,4
10267,60,1469,5
10268,35,1469,6
10269,35,1469,7
10270,70,1470,1
10271,65,1470,2
10272,50,1470,3
10273,45,1470,4
10274,50,1470,5
10275,30,1470,6
10276,20,1470,7
10277,65,1471,1
10278,60,1471,2
10279,40,1471,3
10280,55,1471,4
10281,50,1471,5
10282,35,1471,6
10283,25,1471,7
10284,120,1472,1
10285,95,1472,2
10286,80,1472,3
10287,90,1472,4
10288,80,1472,5
10289,60,1472,6
10290,50,1472,7
10291,120,1473,1
10292,100,1473,2
10293,90,1473,3
10294,85,1473,4
10295,85,1473,5
10296,50,1473,6
10297,55,1473,7
10298,65,1474,1
10299,55,1474,2
10300,55,1474,3
10301,45,1474,4
10302,55,1474,5
10303,30,1474,6
10304,25,1474,7
10305,65,1475,1
10306,60,1475,2
10307,55,1475,3
10308,55,1475,4
10309,50,1475,5
10310,35,1475,6
10311,35,1475,7
10312,75,1476,1
10313,60,1476,2
10314,55,1476,3
10315,50,1476,4
10316,55,1476,5
10317,30,1476,6
10318,30,1476,7
10319,115,1477,1
10320,100,1477,2
10321,85,1477,3
10322,90,1477,4
10323,95,1477,5
10324,60,1477,6
10325,55,1477,7
10326,120,1478,1
10327,100,1478,2
10328,90,1478,3
10329,85,1478,4
10330,75,1478,5
10331,60,1478,6
10332,55,1478,7
10333,120,1479,1
10334,95,1479,2
10335,80,1479,3
10336,90,1479,4
10337,85,1479,5
10338,55,1479,6
10339,55,1479,7
10340,70,1480,1
10341,65,1480,2
10342,45,1480,3
10343,60,1480,4
10344,60,1480,5
10345,25,1480,6
10346,25,1480,7
10347,115,1481,1
10348,100,1481,2
10349,75,1481,3
10350,90,1481,4
10351,80,1481,5
10352,55,1481,6
10353,55,1481,7
10354,70,1482,1
10355,65,1482,2
10356,45,1482,3
10357,60,1482,4
10358,50,1482,5
10359,35,1482,6
10360,30,1482,7
10361,125,1483,1
10362,90,1483,2
10363,75,1483,3
10364,95,1483,4
10365,90,1483,5
10366,45,1483,6
10367,55,1483,7
10368,60,1484,1
10369,65,1484,2
10370,50,1484,3
10371,45,1484,4
10372,50,1484,5
10373,35,1484,6
10374,40,1484,7
10375,65,1485,1
10376,65,1485,2
10377,55,1485,3
10378,45,1485,4
10379,55,1485,5
10380,30,1485,6
10381,25,1485,7
10382,80,1486,1
10383,60,1486,2
10384,55,1486,3
10385,50,1486,4
10386,55,1486,5
10387,35,1486,6
10388,25,1486,7
10389,75,1487,1
10390,65,1487,2
10391,65,1487,3
10392,50,1487,4
10393,45,1487,5
10394,20,1487,6
10395,20,1487,7
10396,65,1488,1
10397,65,1488,2
10398,45,1488,3
10399,50,1488,4
10400,50,1488,5
10401,25,1488,6
10402,30,1488,7
10403,70,1489,1
10404,50,1489,2
10405,50,1489,3
10406,50,1489,4
10407,50,1489,5
10408,30,1489,6
10409,25,1489,7
10410,120,1490,1
10411,105,1490,2
10412,85,1490,3
10413,85,1490,4
10414,90,1490,5
10415,55,1490,6
10416,55,1490,7
10417,70,1491,1
10418,65,1491,2
10419,55,1491,3
10420,45,1491,4
10421,55,1491,5
10422,20,1491,6
10423,20,1491,7
10424,70,1492,1
10425,65,1492,2
10426,50,1492,3
10427,45,1492,4
10428,55,1492,5
10429,25,1492,6
10430,25,1492,7
10431,65,1493,1
10432,65,1493,2
10433,60,1493,3
10434,50,1493,4
10435,60,1493,5
10436,25,1493,6
10437,15,1493,7
10438,65,1494,1
10439,50,1494,2
10440,50,1494,3
10441,50,1494,4
10442,55,1494,5
10443,35,1494,6
10444,20,1494,7
10445,70,1495,1
10446,65,1495,2
10447,50,1495,3
10448,55,1495,4
10449,40,1495,5
10450,30,1495,6
10451,25,1495,7
10452,65,1496,1
10453,65,1496,2
10454,55,1496,3
10455,55,1496,4
10456,55,1496,5
10457,25,1496,6
10458,25,1496,7
10459,60,1497,1
10460,55,1497,2
10461,50,1497,3
10462,35,1497,4
10463,55,1497,5
10464,30,1497,6
10465,25,1497,7
10466,70,1498,1
10467,60,1498,2
10468,60,1498,3
10469,50,1498,4
10470,55,1498,5
10471,30,1498,6
10472,30,1498,7
10473,60,1499,1
10474,70,1499,2
10475,50,1499,3
10476,55,1499,4
10477,40,1499,5
10478,25,1499,6
10479,30,1499,7
10480,115,1500,1
10481,100,1500,2
10482,95,1500,3
10483,90,1500,4
10484,85,1500,5
10485,50,1500,6
10486,40,1500,7
10487,115,1501,1
10488,100,1501,2
10489,90,1501,3
10490,75,1501,4
10491,75,1501,5
10492,50,1501,6
10493,50,1501,7
10494,65,1502,1
10495,60,1502,2
10496,60,1502,3
10497,50,1502,4
10498,55,1502,5
10499,25,1502,6
10500,25,1502,7
10501,70,1503,1
10502,65,1503,2
10503,60,1503,3
10504,50,1503,4
10505,55,1503,5
10506,25,1503,6
10507,20,1503,7
10508,115,1504,1
10509,95,1504,2
10510,85,1504,3
10511,80,1504,4
10512,80,1504,5
10513,60,1504,6
10514,50,1504,7
10515,125,1505,1
10516,85,1505,2
10517,90,1505,3
10518,85,1505,4
10519,75,1505,5
10520,60,1505,6
10521,55,1505,7
10522,55,1506,1
10523,65,1506,2
10524,55,1506,3
10525,55,1506,4
10526,55,1506,5
10527,25,1506,6
10528,20,1506,7
10529,120,1507,1
10530,100,1507,2
10531,95,1507,3
10532,90,1507,4
10533,95,1507,5
10534,45,1507,6
10535,55,1507,7
10536,65,1508,1
10537,65,1508,2
10538,50,1508,3
10539,45,1508,4
10540,50,1508,5
10541,30,1508,6
10542,25,1508,7
10543,115,1509,1
10544,105,1509,2
10545,80,1509,3
10546,90,1509,4
10547,90,1509,5
10548,55,1509,6
10549,60,1509,7
10550,60,1510,1
10551,55,1510,2
10552,55,1510,3
10553,55,1510,4
10554,45,1510,5
10555,25,1510,6
10556,20,1510,7
10557,65,1511,1
10558,60,1511,2
10559,50,1511,3
10560,55,1511,4
10561,45,1511,5
10562,30,1511,6
10563,25,1511,7
10564,70,1512,1
10565,65,1512,2
10566,45,1512,3
10567,55,1512,4
10568,55,1512,5
10569,25,1512,6
10570,30,1512,7
10571,65,1513,1
10572,65,1513,2
10573,45,1513,3
10574,60,1513,4
10575,50,1513,5
10576,30,1513,6
10577,25,1513,7
10578,125,1514,1
10579,100,1514,2
10580,80,1514,3
10581,90,1514,4
10582,90,1514,5
10583,55,1514,6
10584,55,1514,7
10585,55,1515,1
10586,65,1515,2
10587,55,1515,3
10588,50,1515,4
10589,60,1515,5
10590,25,1515,6
10591,25,1515,7
10592,120,1516,1
10593,90,1516,2
10594,85,1516,3
10595,80,1516,4
10596,90,1516,5
10597,60,1516,6
10598,55,1516,7
10599,60,1517,1
10600,60,1517,2
10601,55,1517,3
10602,45,1517,4
10603,55,1517,5
10604,30,1517,6
10605,25,1517,7
10606,120,1518,1
10607,100,1518,2
10608,90,1518,3
10609,85,1518,4
10610,95,1518,5
10611,60,1518,6
10612,55,1518,7
10613,60,1519,1
10614,70,1519,2
10615,55,1519,3
10616,50,1519,4
10617,45,1519,5
10618,30,1519,6
10619,30,1519,7
10620,65,1520,1
10621,55,1520,2
10622,55,1520,3
10623,55,1520,4
10624,45,1520,5
10625,25,1520,6
10626,30,1520,7
10627,65,1521,1
10628,70,1521,2
10629,50,1521,3
10630,45,1521,4
10631,60,1521,5
10632,30,1521,6
10633,30,1521,7
10634,110,1522,1
10635,100,1522,2
10636,80,1522,3
10637,85,1522,4
10638,80,1522,5
10639,60,1522,6
10640,60,1522,7
10641,125,1523,1
10642,95,1523,2
10643,85,1523,3
10644,85,1523,4
10645,90,1523,5
10646,55,1523,6
10647,45,1523,7
10648,120,1524,1
10649,105,1524,2
10650,85,1524,3
10651,75,1524,4
10652,90,1524,5
10653,50,1524,6
10654,55,1524,7
10655,65,1525,1
10656,50,1525,2
10657,55,1525,3
10658,55,1525,4
10659,45,1525,5
10660,25,1525,6
10661,20,1525,7
10662,110,1526,1
10663,90,1526,2
10664,85,1526,3
10665,90,1526,4
10666,90,1526,5
10667,45,1526,6
10668,50,1526,7
10669,60,1527,1
10670,55,1527,2
10671,55,1527,3
10672,50,1527,4
10673,50,1527,5
10674,20,1527,6
10675,20,1527,7
10676,120,1528,1
10677,100,1528,2
10678,90,1528,3
10679,85,1528,4
10680,90,1528,5
10681,55,1528,6
10682,50,1528,7
10683,65,1529,1
10684,60,1529,2
10685,60,1529,3
10686,55,1529,4
10687,50,1529,5
10688,25,1529,6
10689,25,1529,7
10690,55,1530,1
10691,65,1530,2
10692,40,1530,3
10693,55,1530,4
10694,45,1530,5
10695,25,1530,6
10696,30,1530,7
10697,65,1531,1
10698,70,1531,2
10699,50,1531,3
