id, open_slots, provider_id, age_group_id
6344,0,909,2
6345,1,909,3
6346,1,909,4
6347,0,909,5
6348,1,909,6
6349,0,909,7
6350,0,910,1
6351,0,910,2
6352,0,910,3
6353,0,910,4
6354,0,910,5
6355,0,910,6
6356,0,910,7
6357,0,911,1
6358,0,911,2
6359,0,911,3
6360,0,911,4
6361,4,911,5
6362,0,911,6
6363,0,911,7
6364,1,912,1
6365,0,912,2
6366,0,912,3
6367,1,912,4
6368,0,912,5
6369,0,912,6
6370,1,912,7
6371,4,913,1
6372,0,913,2
6373,0,913,3
6374,1,913,4
6375,0,913,5
6376,3,913,6
6377,6,913,7
6378,0,914,1
6379,0,914,2
6380,0,914,3
6381,0,914,4
6382,0,914,5
6383,0,914,6
6384,0,914,7
6385,0,915,1
6386,0,915,2
6387,0,915,3
6388,0,915,4
6389,0,915,5
6390,0,915,6
6391,0,915,7
6392,0,916,1
6393,0,916,2
6394,0,916,3
6395,0,916,4
6396,0,916,5
6397,0,916,6
6398,0,916,7
6399,1,917,1
6400,0,917,2
6401,0,917,3
6402,1,917,4
6403,1,917,5
6404,0,917,6
6405,0,917,7
6406,0,918,1
6407,1,918,2
6408,0,918,3
6409,1,918,4
6410,1,918,5
6411,1,918,6
6412,0,918,7
6413,0,919,1
6414,0,919,2
6415,0,919,3
6416,0,919,4
6417,0,919,5
6418,0,919,6
6419,0,919,7
6420,0,920,1
6421,1,920,2
6422,0,920,3
6423,0,920,4
6424,0,920,5
6425,1,920,6
6426,0,920,7
6427,0,921,1
6428,0,921,2
6429,0,921,3
6430,0,921,4
6431,0,921,5
6432,0,921,6
6433,0,921,7
6434,0,922,1
6435,1,922,2
6436,0,922,3
6437,0,922,4
6438,1,922,5
6439,0,922,6
6440,1,922,7
6441,0,923,1
6442,0,923,2
6443,0,923,3
6444,0,923,4
6445,0,923,5
6446,0,923,6
6447,0,923,7
6448,6,924,1
6449,3,924,2
6450,7,924,3
6451,0,924,4
6452,7,924,5
6453,0,924,6
6454,0,924,7
6455,0,925,1
6456,0,925,2
6457,0,925,3
6458,0,925,4
6459,0,925,5
6460,0,925,6
6461,0,925,7
6462,0,926,1
6463,0,926,2
6464,0,926,3
6465,4,926,4
6466,2,926,5
6467,0,926,6
6468,5,926,7
6469,0,927,1
6470,4,927,2
6471,0,927,3
6472,0,927,4
6473,0,927,5
6474,4,927,6
6475,0,927,7
6476,0,928,1
6477,0,928,2
6478,0,928,3
6479,0,928,4
6480,1,928,5
6481,0,928,6
6482,0,928,7
6483,0,929,1
6484,0,929,2
6485,0,929,3
6486,0,929,4
6487,0,929,5
6488,0,929,6
6489,0,929,7
6490,0,930,1
6491,0,930,2
6492,0,930,3
6493,0,930,4
6494,0,930,5
6495,0,930,6
6496,0,930,7
6497,0,931,1
6498,0,931,2
6499,1,931,3
6500,1,931,4
6501,0,931,5
6502,0,931,6
6503,1,931,7
6504,0,932,1
6505,0,932,2
6506,1,932,3
6507,0,932,4
6508,0,932,5
6509,0,932,6
6510,0,932,7
6511,3,933,1
6512,2,933,2
6513,0,933,3
6514,2,933,4
6515,0,933,5
6516,0,933,6
6517,3,933,7
6518,1,934,1
6519,1,934,2
6520,0,934,3
6521,1,934,4
6522,0,934,5
6523,0,934,6
6524,0,934,7
6525,0,935,1
6526,0,935,2
6527,0,935,3
6528,0,935,4
6529,0,935,5
6530,0,935,6
6531,0,935,7
6532,0,936,1
6533,0,936,2
6534,0,936,3
6535,0,936,4
6536,0,936,5
6537,0,936,6
6538,0,936,7
6539,0,937,1
6540,0,937,2
6541,0,937,3
6542,0,937,4
6543,0,937,5
6544,0,937,6
6545,0,937,7
6546,1,938,1
6547,1,938,2
6548,0,938,3
6549,1,938,4
6550,1,938,5
6551,1,938,6
6552,0,938,7
6553,0,939,1
6554,0,939,2
6555,0,939,3
6556,0,939,4
6557,0,939,5
6558,0,939,6
6559,0,939,7
6560,0,940,1
6561,0,940,2
6562,0,940,3
6563,0,940,4
6564,0,940,5
6565,0,940,6
6566,0,940,7
6567,0,941,1
6568,1,941,2
6569,0,941,3
6570,10,941,4
6571,5,941,5
6572,6,941,6
6573,0,941,7
6574,1,942,1
6575,0,942,2
6576,1,942,3
6577,0,942,4
6578,0,942,5
6579,0,942,6
6580,1,942,7
6581,6,943,1
6582,2,943,2
6583,4,943,3
6584,0,943,4
6585,0,943,5
6586,0,943,6
6587,6,943,7
6588,0,944,1
6589,0,944,2
6590,0,944,3
6591,0,944,4
6592,0,944,5
6593,0,944,6
6594,0,944,7
6595,0,945,1
6596,0,945,2
6597,0,945,3
6598,0,945,4
6599,0,945,5
6600,0,945,6
6601,2,945,7
6602,0,946,1
6603,0,946,2
6604,8,946,3
6605,0,946,4
6606,0,946,5
6607,0,946,6
6608,0,946,7
6609,3,947,1
6610,3,947,2
6611,0,947,3
6612,0,947,4
6613,3,947,5
6614,0,947,6
6615,3,947,7
6616,0,948,1
6617,0,948,2
6618,0,948,3
6619,0,948,4
6620,0,948,5
6621,0,948,6
6622,0,948,7
6623,0,949,1
6624,0,949,2
6625,0,949,3
6626,0,949,4
6627,0,949,5
6628,0,949,6
6629,0,949,7
6630,0,950,1
6631,0,950,2
6632,0,950,3
6633,0,950,4
6634,0,950,5
6635,0,950,6
6636,1,950,7
6637,0,951,1
6638,0,951,2
6639,0,951,3
6640,0,951,4
6641,0,951,5
6642,0,951,6
6643,3,951,7
6644,0,952,1
6645,6,952,2
6646,0,952,3
6647,9,952,4
6648,1,952,5
6649,0,952,6
6650,3,952,7
6651,1,953,1
6652,1,953,2
6653,0,953,3
6654,1,953,4
6655,1,953,5
6656,1,953,6
6657,0,953,7
6658,0,954,1
6659,11,954,2
6660,2,954,3
6661,0,954,4
6662,0,954,5
6663,0,954,6
6664,0,954,7
6665,5,955,1
6666,0,955,2
6667,0,955,3
6668,0,955,4
6669,0,955,5
6670,0,955,6
6671,0,955,7
6672,0,956,1
6673,0,956,2
6674,0,956,3
6675,0,956,4
6676,0,956,5
6677,0,956,6
6678,0,956,7
6679,0,957,1
6680,0,957,2
6681,0,957,3
6682,1,957,4
6683,1,957,5
6684,1,957,6
6685,0,957,7
6686,0,958,1
6687,0,958,2
6688,0,958,3
6689,0,958,4
6690,0,958,5
6691,0,958,6
6692,0,958,7
6693,1,959,1
6694,0,959,2
6695,0,959,3
6696,0,959,4
6697,0,959,5
6698,0,959,6
6699,0,959,7
6700,3,960,1
6701,3,960,2
6702,0,960,3
6703,0,960,4
6704,3,960,5
6705,0,960,6
6706,3,960,7
6707,0,961,1
6708,0,961,2
6709,3,961,3
6710,8,961,4
6711,14,961,5
6712,0,961,6
6713,0,961,7
6714,6,962,1
6715,0,962,2
6716,0,962,3
6717,0,962,4
6718,2,962,5
6719,0,962,6
6720,0,962,7
6721,5,963,1
6722,5,963,2
6723,5,963,3
6724,0,963,4
6725,5,963,5
6726,5,963,6
6727,0,963,7
6728,0,964,1
6729,0,964,2
6730,0,964,3
6731,0,964,4
6732,0,964,5
6733,0,964,6
6734,0,964,7
6735,0,965,1
6736,1,965,2
6737,1,965,3
6738,4,965,4
6739,0,965,5
6740,0,965,6
6741,0,965,7
6742,0,966,1
6743,0,966,2
6744,0,966,3
6745,0,966,4
6746,0,966,5
6747,0,966,6
6748,0,966,7
6749,5,967,1
6750,5,967,2
6751,0,967,3
6752,5,967,4
6753,5,967,5
6754,0,967,6
6755,5,967,7
6756,0,968,1
6757,0,968,2
6758,1,968,3
6759,0,968,4
6760,2,968,5
6761,0,968,6
6762,0,968,7
6763,2,969,1
6764,2,969,2
6765,0,969,3
6766,1,969,4
6767,0,969,5
6768,0,969,6
6769,3,969,7
6770,0,970,1
6771,0,970,2
6772,0,970,3
6773,0,970,4
6774,8,970,5
6775,3,970,6
6776,0,970,7
6777,0,971,1
6778,0,971,2
6779,0,971,3
6780,7,971,4
6781,0,971,5
6782,5,971,6
6783,8,971,7
6784,0,972,1
6785,0,972,2
6786,0,972,3
6787,0,972,4
6788,0,972,5
6789,0,972,6
6790,0,972,7
6791,11,973,1
6792,25,973,2
6793,4,973,3
6794,27,973,4
6795,0,973,5
6796,0,973,6
6797,0,973,7
6798,0,974,1
6799,1,974,2
6800,1,974,3
6801,0,974,4
6802,0,974,5
6803,0,974,6
6804,1,974,7
6805,0,975,1
6806,0,975,2
6807,0,975,3
6808,0,975,4
6809,0,975,5
6810,4,975,6
6811,0,975,7
6812,0,976,1
6813,0,976,2
6814,0,976,3
6815,0,976,4
6816,0,976,5
6817,0,976,6
6818,0,976,7
6819,1,977,1
6820,0,977,2
6821,0,977,3
6822,0,977,4
6823,0,977,5
6824,0,977,6
6825,1,977,7
6826,9,978,1
6827,0,978,2
6828,0,978,3
6829,0,978,4
6830,0,978,5
6831,2,978,6
6832,0,978,7
6833,7,979,1
6834,0,979,2
6835,0,979,3
6836,6,979,4
6837,7,979,5
6838,0,979,6
6839,0,979,7
6840,0,980,1
6841,0,980,2
6842,1,980,3
6843,11,980,4
6844,0,980,5
6845,0,980,6
6846,3,980,7
6847,0,981,1
6848,0,981,2
6849,0,981,3
6850,0,981,4
6851,0,981,5
6852,0,981,6
6853,0,981,7
6854,11,982,1
6855,0,982,2
6856,31,982,3
6857,15,982,4
6858,0,982,5
6859,0,982,6
6860,0,982,7
6861,0,983,1
6862,0,983,2
6863,0,983,3
6864,0,983,4
6865,0,983,5
6866,0,983,6
6867,0,983,7
6868,0,984,1
6869,0,984,2
6870,4,984,3
6871,6,984,4
6872,0,984,5
6873,0,984,6
6874,6,984,7
6875,0,985,1
6876,5,985,2
6877,0,985,3
6878,3,985,4
6879,3,985,5
6880,0,985,6
6881,0,985,7
6882,0,986,1
6883,0,986,2
6884,0,986,3
6885,0,986,4
6886,0,986,5
6887,0,986,6
6888,0,986,7
6889,0,987,1
6890,0,987,2
6891,0,987,3
6892,0,987,4
6893,0,987,5
6894,0,987,6
6895,0,987,7
6896,2,988,1
6897,0,988,2
6898,0,988,3
6899,2,988,4
6900,0,988,5
6901,0,988,6
6902,0,988,7
6903,1,989,1
6904,0,989,2
6905,0,989,3
6906,0,989,4
6907,0,989,5
6908,0,989,6
6909,1,989,7
6910,0,990,1
6911,0,990,2
6912,0,990,3
6913,0,990,4
6914,0,990,5
6915,0,990,6
6916,0,990,7
6917,0,991,1
6918,0,991,2
6919,0,991,3
6920,0,991,4
6921,0,991,5
6922,2,991,6
6923,0,991,7
6924,0,992,1
6925,0,992,2
6926,0,992,3
6927,0,992,4
6928,0,992,5
6929,0,992,6
6930,0,992,7
6931,1,993,1
6932,1,993,2
6933,0,993,3
6934,0,993,4
6935,0,993,5
6936,0,993,6
6937,0,993,7
6938,0,994,1
6939,0,994,2
6940,3,994,3
6941,0,994,4
6942,0,994,5
6943,9,994,6
6944,0,994,7
6945,1,995,1
6946,1,995,2
6947,1,995,3
6948,0,995,4
6949,0,995,5
6950,0,995,6
6951,0,995,7
6952,0,996,1
6953,0,996,2
6954,0,996,3
6955,0,996,4
6956,0,996,5
6957,0,996,6
6958,0,996,7
6959,0,997,1
6960,0,997,2
6961,0,997,3
6962,15,997,4
6963,7,997,5
6964,0,997,6
6965,1,997,7
6966,0,998,1
6967,0,998,2
6968,0,998,3
6969,0,998,4
6970,0,998,5
6971,0,998,6
6972,0,998,7
6973,5,999,1
6974,0,999,2
6975,6,999,3
6976,0,999,4
6977,0,999,5
6978,2,999,6
6979,0,999,7
6980,0,1000,1
6981,5,1000,2
6982,0,1000,3
6983,0,1000,4
6984,3,1000,5
6985,3,1000,6
6986,0,1000,7
6987,1,1001,1
6988,0,1001,2
6989,0,1001,3
6990,0,1001,4
6991,1,1001,5
6992,0,1001,6
6993,0,1001,7
6994,0,1002,1
6995,0,1002,2
6996,0,1002,3
6997,0,1002,4
6998,0,1002,5
6999,0,1002,6
7000,0,1002,7
7001,0,1003,1
7002,7,1003,2
7003,7,1003,3
7004,0,1003,4
7005,0,1003,5
7006,7,1003,6
7007,0,1003,7
7008,0,1004,1
7009,5,1004,2
7010,38,1004,3
7011,0,1004,4
7012,18,1004,5
7013,0,1004,6
7014,0,1004,7
7015,0,1005,1
7016,0,1005,2
7017,6,1005,3
7018,9,1005,4
7019,4,1005,5
7020,0,1005,6
7021,0,1005,7
7022,0,1006,1
7023,0,1006,2
7024,1,1006,3
7025,1,1006,4
7026,1,1006,5
7027,1,1006,6
7028,0,1006,7
7029,0,1007,1
7030,0,1007,2
7031,2,1007,3
7032,0,1007,4
7033,0,1007,5
7034,2,1007,6
7035,0,1007,7
7036,0,1008,1
7037,1,1008,2
7038,5,1008,3
7039,3,1008,4
7040,0,1008,5
7041,0,1008,6
7042,0,1008,7
7043,0,1009,1
7044,0,1009,2
7045,0,1009,3
7046,0,1009,4
7047,0,1009,5
7048,0,1009,6
7049,0,1009,7
7050,0,1010,1
7051,0,1010,2
7052,0,1010,3
7053,0,1010,4
7054,0,1010,5
7055,0,1010,6
7056,0,1010,7
7057,0,1011,1
7058,0,1011,2
7059,0,1011,3
7060,0,1011,4
7061,0,1011,5
7062,0,1011,6
7063,0,1011,7
7064,0,1012,1
7065,0,1012,2
7066,0,1012,3
7067,0,1012,4
7068,0,1012,5
7069,0,1012,6
7070,0,1012,7
7071,0,1013,1
7072,0,1013,2
7073,0,1013,3
7074,0,1013,4
7075,0,1013,5
7076,0,1013,6
7077,0,1013,7
7078,0,1014,1
7079,0,1014,2
7080,0,1014,3
7081,0,1014,4
7082,0,1014,5
7083,0,1014,6
7084,0,1014,7
7085,0,1015,1
7086,0,1015,2
7087,0,1015,3
7088,0,1015,4
7089,0,1015,5
7090,0,1015,6
7091,0,1015,7
7092,0,1016,1
7093,0,1016,2
7094,0,1016,3
7095,0,1016,4
7096,0,1016,5
7097,0,1016,6
7098,0,1016,7
7099,0,1017,1
7100,1,1017,2
7101,0,1017,3
7102,0,1017,4
7103,1,1017,5
7104,1,1017,6
7105,1,1017,7
7106,0,1018,1
7107,1,1018,2
7108,0,1018,3
7109,0,1018,4
7110,0,1018,5
7111,1,1018,6
7112,0,1018,7
7113,0,1019,1
7114,0,1019,2
7115,0,1019,3
7116,0,1019,4
7117,0,1019,5
7118,0,1019,6
7119,1,1019,7
7120,0,1020,1
7121,0,1020,2
7122,0,1020,3
7123,13,1020,4
7124,0,1020,5
7125,0,1020,6
7126,0,1020,7
7127,0,1021,1
7128,0,1021,2
7129,0,1021,3
7130,0,1021,4
7131,0,1021,5
7132,2,1021,6
7133,4,1021,7
7134,0,1022,1
7135,0,1022,2
7136,0,1022,3
7137,0,1022,4
7138,0,1022,5
7139,0,1022,6
7140,0,1022,7
7141,0,1023,1
7142,0,1023,2
7143,0,1023,3
7144,0,1023,4
7145,0,1023,5
7146,0,1023,6
7147,0,1023,7
7148,0,1024,1
7149,0,1024,2
7150,1,1024,3
7151,1,1024,4
7152,1,1024,5
7153,0,1024,6
7154,1,1024,7
7155,0,1025,1
7156,0,1025,2
7157,0,1025,3
7158,0,1025,4
7159,0,1025,5
7160,0,1025,6
7161,0,1025,7
7162,0,1026,1
7163,0,1026,2
7164,0,1026,3
7165,0,1026,4
7166,0,1026,5
7167,0,1026,6
7168,0,1026,7
7169,1,1027,1
7170,0,1027,2
7171,1,1027,3
7172,1,1027,4
7173,1,1027,5
7174,1,1027,6
7175,0,1027,7
7176,0,1028,1
7177,0,1028,2
7178,0,1028,3
7179,4,1028,4
7180,1,1028,5
7181,0,1028,6
7182,4,1028,7
7183,15,1029,1
7184,0,1029,2
7185,21,1029,3
7186,0,1029,4
7187,0,1029,5
7188,0,1029,6
7189,0,1029,7
7190,0,1030,1
7191,0,1030,2
7192,0,1030,3
7193,0,1030,4
7194,0,1030,5
7195,0,1030,6
7196,0,1030,7
7197,1,1031,1
7198,0,1031,2
7199,0,1031,3
7200,0,1031,4
7201,1,1031,5
7202,1,1031,6
7203,1,1031,7
7204,0,1032,1
7205,0,1032,2
7206,0,1032,3
7207,0,1032,4
7208,0,1032,5
7209,0,1032,6
7210,0,1032,7
7211,0,1033,1
7212,0,1033,2
7213,0,1033,3
7214,0,1033,4
7215,0,1033,5
7216,0,1033,6
7217,0,1033,7
7218,0,1034,1
7219,0,1034,2
7220,0,1034,3
7221,0,1034,4
7222,0,1034,5
7223,0,1034,6
7224,0,1034,7
7225,4,1035,1
7226,0,1035,2
7227,0,1035,3
7228,0,1035,4
7229,2,1035,5
7230,5,1035,6
7231,0,1035,7
7232,2,1036,1
7233,0,1036,2
7234,0,1036,3
7235,0,1036,4
7236,3,1036,5
7237,2,1036,6
7238,3,1036,7
7239,0,1037,1
7240,0,1037,2
7241,0,1037,3
7242,0,1037,4
7243,1,1037,5
7244,1,1037,6
7245,0,1037,7
7246,0,1038,1
7247,0,1038,2
7248,0,1038,3
7249,0,1038,4
7250,0,1038,5
7251,0,1038,6
7252,0,1038,7
7253,1,1039,1
7254,1,1039,2
7255,1,1039,3
7256,1,1039,4
7257,0,1039,5
7258,1,1039,6
7259,0,1039,7
7260,0,1040,1
7261,1,1040,2
7262,0,1040,3
7263,1,1040,4
7264,1,1040,5
7265,1,1040,6
7266,1,1040,7
7267,0,1041,1
7268,0,1041,2
7269,0,1041,3
7270,0,1041,4
7271,0,1041,5
7272,0,1041,6
7273,0,1041,7
7274,1,1042,1
7275,1,1042,2
7276,1,1042,3
7277,1,1042,4
7278,0,1042,5
7279,1,1042,6
7280,0,1042,7
7281,1,1043,1
7282,0,1043,2
7283,0,1043,3
7284,0,1043,4
7285,1,1043,5
7286,1,1043,6
7287,1,1043,7
7288,0,1044,1
7289,1,1044,2
7290,1,1044,3
7291,1,1044,4
7292,1,1044,5
7293,0,1044,6
7294,0,1044,7
7295,1,1045,1
7296,1,1045,2
7297,1,1045,3
7298,1,1045,4
7299,0,1045,5
7300,0,1045,6
7301,0,1045,7
7302,0,1046,1
7303,1,1046,2
7304,1,1046,3
7305,0,1046,4
7306,1,1046,5
7307,1,1046,6
7308,1,1046,7
7309,1,1047,1
7310,1,1047,2
7311,0,1047,3
7312,0,1047,4
7313,0,1047,5
7314,1,1047,6
7315,1,1047,7
7316,0,1048,1
7317,19,1048,2
7318,0,1048,3
7319,0,1048,4
7320,2,1048,5
7321,0,1048,6
7322,11,1048,7
7323,0,1049,1
7324,0,1049,2
7325,0,1049,3
7326,0,1049,4
7327,0,1049,5
7328,0,1049,6
7329,0,1049,7
7330,0,1050,1
7331,27,1050,2
7332,12,1050,3
7333,0,1050,4
7334,0,1050,5
7335,6,1050,6
7336,0,1050,7
7337,0,1051,1
7338,0,1051,2
7339,1,1051,3
7340,1,1051,4
7341,1,1051,5
7342,1,1051,6
7343,0,1051,7
7344,0,1052,1
7345,0,1052,2
7346,1,1052,3
7347,0,1052,4
7348,0,1052,5
7349,0,1052,6
7350,1,1052,7
7351,1,1053,1
7352,1,1053,2
7353,1,1053,3
7354,0,1053,4
7355,0,1053,5
7356,0,1053,6
7357,1,1053,7
7358,0,1054,1
7359,0,1054,2
7360,0,1054,3
7361,0,1054,4
7362,0,1054,5
7363,0,1054,6
7364,0,1054,7
7365,0,1055,1
7366,0,1055,2
7367,0,1055,3
7368,1,1055,4
7369,0,1055,5
7370,0,1055,6
7371,0,1055,7
7372,0,1056,1
7373,0,1056,2
7374,1,1056,3
7375,0,1056,4
7376,0,1056,5
7377,0,1056,6
7378,1,1056,7
7379,1,1057,1
7380,1,1057,2
7381,1,1057,3
7382,0,1057,4
7383,0,1057,5
7384,0,1057,6
7385,1,1057,7
7386,7,1058,1
7387,4,1058,2
7388,0,1058,3
7389,0,1058,4
7390,0,1058,5
7391,7,1058,6
7392,13,1058,7
7393,0,1059,1
7394,0,1059,2
7395,0,1059,3
7396,5,1059,4
7397,0,1059,5
7398,0,1059,6
7399,3,1059,7
7400,1,1060,1
7401,1,1060,2
7402,0,1060,3
7403,0,1060,4
7404,1,1060,5
7405,0,1060,6
7406,1,1060,7
7407,1,1061,1
7408,0,1061,2
7409,3,1061,3
7410,0,1061,4
7411,1,1061,5
7412,0,1061,6
7413,0,1061,7
7414,0,1062,1
7415,6,1062,2
7416,3,1062,3
7417,0,1062,4
7418,0,1062,5
7419,0,1062,6
7420,0,1062,7
7421,0,1063,1
7422,1,1063,2
7423,0,1063,3
7424,1,1063,4
7425,1,1063,5
7426,0,1063,6
7427,1,1063,7
7428,0,1064,1
7429,0,1064,2
7430,0,1064,3
7431,0,1064,4
7432,0,1064,5
7433,0,1064,6
7434,0,1064,7
7435,0,1065,1
7436,0,1065,2
7437,1,1065,3
7438,0,1065,4
7439,1,1065,5
7440,0,1065,6
7441,1,1065,7
7442,0,1066,1
7443,0,1066,2
7444,1,1066,3
7445,1,1066,4
7446,0,1066,5
7447,1,1066,6
7448,0,1066,7
7449,1,1067,1
7450,1,1067,2
7451,0,1067,3
7452,1,1067,4
7453,0,1067,5
7454,0,1067,6
7455,0,1067,7
7456,0,1068,1
7457,17,1068,2
7458,0,1068,3
7459,0,1068,4
7460,0,1068,5
7461,0,1068,6
7462,5,1068,7
7463,3,1069,1
7464,1,1069,2
7465,2,1069,3
7466,1,1069,4
7467,0,1069,5
7468,3,1069,6
7469,0,1069,7
7470,0,1070,1
7471,0,1070,2
7472,0,1070,3
7473,0,1070,4
7474,0,1070,5
7475,0,1070,6
7476,0,1070,7
7477,0,1071,1
7478,0,1071,2
7479,0,1071,3
7480,0,1071,4
7481,0,1071,5
7482,0,1071,6
7483,0,1071,7
7484,0,1072,1
7485,0,1072,2
7486,0,1072,3
7487,0,1072,4
7488,0,1072,5
7489,0,1072,6
7490,0,1072,7
7491,0,1073,1
7492,0,1073,2
7493,0,1073,3
7494,1,1073,4
7495,1,1073,5
7496,0,1073,6
7497,0,1073,7
7498,3,1074,1
7499,0,1074,2
7500,0,1074,3
7501,0,1074,4
7502,0,1074,5
7503,2,1074,6
7504,0,1074,7
7505,0,1075,1
7506,0,1075,2
7507,0,1075,3
7508,0,1075,4
7509,0,1075,5
7510,0,1075,6
7511,0,1075,7
7512,5,1076,1
7513,0,1076,2
7514,0,1076,3
7515,0,1076,4
7516,2,1076,5
7517,0,1076,6
7518,0,1076,7
7519,0,1077,1
7520,0,1077,2
7521,0,1077,3
7522,0,1077,4
7523,0,1077,5
7524,0,1077,6
7525,0,1077,7
7526,0,1078,1
7527,0,1078,2
7528,0,1078,3
7529,0,1078,4
7530,6,1078,5
7531,3,1078,6
7532,1,1078,7
7533,0,1079,1
7534,0,1079,2
7535,0,1079,3
7536,0,1079,4
7537,0,1079,5
7538,0,1079,6
7539,0,1079,7
7540,0,1080,1
7541,0,1080,2
7542,0,1080,3
7543,0,1080,4
7544,0,1080,5
7545,0,1080,6
7546,0,1080,7
7547,0,1081,1
7548,0,1081,2
7549,0,1081,3
7550,0,1081,4
7551,0,1081,5
7552,0,1081,6
7553,0,1081,7
7554,0,1082,1
7555,0,1082,2
7556,1,1082,3
7557,0,1082,4
7558,0,1082,5
7559,0,1082,6
7560,0,1082,7
7561,0,1083,1
7562,0,1083,2
7563,0,1083,3
7564,3,1083,4
7565,0,1083,5
7566,0,1083,6
7567,0,1083,7
7568,0,1084,1
7569,1,1084,2
7570,0,1084,3
7571,0,1084,4
7572,0,1084,5
7573,1,1084,6
7574,0,1084,7
7575,1,1085,1
7576,0,1085,2
7577,1,1085,3
7578,0,1085,4
7579,1,1085,5
7580,1,1085,6
7581,0,1085,7
7582,0,1086,1
7583,0,1086,2
7584,0,1086,3
7585,1,1086,4
7586,0,1086,5
7587,0,1086,6
7588,0,1086,7
7589,0,1087,1
7590,0,1087,2
7591,0,1087,3
7592,0,1087,4
7593,0,1087,5
7594,0,1087,6
7595,0,1087,7
7596,0,1088,1
7597,0,1088,2
7598,0,1088,3
7599,0,1088,4
7600,0,1088,5
7601,0,1088,6
7602,0,1088,7
7603,0,1089,1
7604,1,1089,2
7605,0,1089,3
7606,0,1089,4
7607,0,1089,5
7608,1,1089,6
7609,0,1089,7
7610,0,1090,1
7611,0,1090,2
7612,0,1090,3
7613,0,1090,4
7614,1,1090,5
7615,1,1090,6
7616,0,1090,7
7617,0,1091,1
7618,0,1091,2
7619,0,1091,3
7620,0,1091,4
7621,0,1091,5
7622,0,1091,6
7623,0,1091,7
7624,0,1092,1
7625,0,1092,2
7626,0,1092,3
7627,0,1092,4
7628,0,1092,5
7629,0,1092,6
7630,0,1092,7
7631,1,1093,1
7632,0,1093,2
7633,1,1093,3
7634,0,1093,4
7635,0,1093,5
7636,0,1093,6
7637,0,1093,7
7638,0,1094,1
7639,0,1094,2
7640,0,1094,3
7641,0,1094,4
7642,0,1094,5
7643,0,1094,6
7644,0,1094,7
7645,0,1095,1
7646,0,1095,2
7647,0,1095,3
7648,0,1095,4
7649,0,1095,5
7650,0,1095,6
7651,0,1095,7
7652,0,1096,1
7653,0,1096,2
7654,13,1096,3
7655,0,1096,4
7656,0,1096,5
7657,3,1096,6
7658,0,1096,7
7659,1,1097,1
7660,0,1097,2
7661,1,1097,3
7662,1,1097,4
7663,1,1097,5
7664,1,1097,6
7665,0,1097,7
7666,3,1098,1
7667,1,1098,2
7668,3,1098,3
7669,0,1098,4
7670,0,1098,5
7671,3,1098,6
7672,1,1098,7
7673,0,1099,1
7674,0,1099,2
7675,0,1099,3
7676,0,1099,4
7677,0,1099,5
7678,0,1099,6
7679,0,1099,7
7680,0,1100,1
7681,0,1100,2
7682,0,1100,3
7683,0,1100,4
7684,0,1100,5
7685,0,1100,6
7686,0,1100,7
7687,0,1101,1
7688,0,1101,2
7689,0,1101,3
7690,0,1101,4
7691,0,1101,5
7692,0,1101,6
7693,1,1101,7
7694,7,1102,1
7695,0,1102,2
7696,0,1102,3
7697,0,1102,4
7698,0,1102,5
7699,0,1102,6
7700,0,1102,7
7701,0,1103,1
7702,0,1103,2
7703,0,1103,3
7704,0,1103,4
7705,0,1103,5
7706,0,1103,6
7707,0,1103,7
7708,0,1104,1
7709,0,1104,2
7710,0,1104,3
7711,0,1104,4
7712,0,1104,5
7713,0,1104,6
7714,0,1104,7
7715,0,1105,1
7716,0,1105,2
7717,19,1105,3
7718,0,1105,4
7719,11,1105,5
7720,0,1105,6
7721,0,1105,7
7722,0,1106,1
7723,9,1106,2
7724,0,1106,3
7725,12,1106,4
7726,46,1106,5
7727,0,1106,6
7728,18,1106,7
7729,0,1107,1
7730,0,1107,2
7731,0,1107,3
7732,0,1107,4
7733,0,1107,5
7734,0,1107,6
7735,0,1107,7
7736,0,1108,1
7737,0,1108,2
7738,0,1108,3
7739,0,1108,4
7740,0,1108,5
7741,0,1108,6
7742,0,1108,7
7743,0,1109,1
7744,0,1109,2
7745,0,1109,3
7746,0,1109,4
7747,0,1109,5
7748,0,1109,6
7749,0,1109,7
7750,0,1110,1
7751,4,1110,2
7752,2,1110,3
7753,2,1110,4
7754,2,1110,5
7755,0,1110,6
7756,0,1110,7
7757,0,1111,1
7758,0,1111,2
7759,0,1111,3
7760,0,1111,4
7761,0,1111,5
7762,0,1111,6
7763,0,1111,7
7764,0,1112,1
7765,1,1112,2
7766,1,1112,3
7767,1,1112,4
7768,0,1112,5
7769,1,1112,6
7770,0,1112,7
7771,0,1113,1
7772,1,1113,2
7773,0,1113,3
7774,1,1113,4
7775,0,1113,5
7776,1,1113,6
7777,0,1113,7
7778,0,1114,1
7779,3,1114,2
7780,0,1114,3
7781,0,1114,4
7782,0,1114,5
7783,0,1114,6
7784,0,1114,7
7785,0,1115,1
7786,0,1115,2
7787,0,1115,3
7788,0,1115,4
7789,0,1115,5
7790,0,1115,6
7791,0,1115,7
7792,0,1116,1
7793,0,1116,2
7794,1,1116,3
7795,0,1116,4
7796,0,1116,5
7797,0,1116,6
7798,1,1116,7
7799,0,1117,1
7800,0,1117,2
7801,0,1117,3
7802,0,1117,4
7803,0,1117,5
7804,0,1117,6
